kode_produk;tgl_berlaku;kode_cabang;kode_cabang_1;harga_berlaku_cabang;modal_cabang;biaya_cabang
PROD-0000037;2008-05-10;CABANG-039;039;5130;4870;80
PROD-0000038;2008-05-10;CABANG-039;039;6060;5780;110
PROD-0000039;2008-05-10;CABANG-039;039;5610;5330;10
PROD-0000040;2008-05-10;CABANG-039;039;15010;14260;200
PROD-0000041;2008-05-10;CABANG-039;039;13650;13050;140
PROD-0000001;2008-05-11;CABANG-039;039;11470;10830;40
PROD-0000002;2008-05-11;CABANG-039;039;4240;4000;60
PROD-0000003;2008-05-11;CABANG-039;039;6270;6000;120
PROD-0000004;2008-05-11;CABANG-039;039;8110;7680;130
PROD-0000005;2008-05-11;CABANG-039;039;7200;6870;180
PROD-0000006;2008-05-11;CABANG-039;039;8250;7830;150
PROD-0000007;2008-05-11;CABANG-039;039;4570;4300;80
PROD-0000008;2008-05-11;CABANG-039;039;1100;1040;20
PROD-0000009;2008-05-11;CABANG-039;039;4880;4670;70
PROD-0000010;2008-05-11;CABANG-039;039;1130;1070;20
PROD-0000011;2008-05-11;CABANG-039;039;1230;1170;30
PROD-0000012;2008-05-11;CABANG-039;039;3580;3400;70
PROD-0000013;2008-05-11;CABANG-039;039;12730;12090;270
PROD-0000014;2008-05-11;CABANG-039;039;11830;11220;200
PROD-0000015;2008-05-11;CABANG-039;039;19290;18410;330
PROD-0000016;2008-05-11;CABANG-039;039;100580;95600;500
PROD-0000017;2008-05-11;CABANG-039;039;1240;1170;20
PROD-0000018;2008-05-11;CABANG-039;039;8930;8420;50
PROD-0000019;2008-05-11;CABANG-039;039;6130;5820;80
PROD-0000020;2008-05-11;CABANG-039;039;5400;5130;20
PROD-0000021;2008-05-11;CABANG-039;039;12240;11740;290
PROD-0000022;2008-05-11;CABANG-039;039;73720;70030;1250
PROD-0000023;2008-05-11;CABANG-039;039;14540;13960;240
PROD-0000024;2008-05-11;CABANG-039;039;14970;14130;90
PROD-0000025;2008-05-11;CABANG-039;039;10140;9630;200
PROD-0000026;2008-05-11;CABANG-039;039;930;880;10
PROD-0000027;2008-05-11;CABANG-039;039;12410;11730;60
PROD-0000028;2008-05-11;CABANG-039;039;55350;52100;1020
PROD-0000029;2008-05-11;CABANG-039;039;6230;5970;10
PROD-0000030;2008-05-11;CABANG-039;039;4110;3910;20
PROD-0000031;2008-05-11;CABANG-039;039;18330;17430;240
PROD-0000032;2008-05-11;CABANG-039;039;5090;4880;100
PROD-0000033;2008-05-11;CABANG-039;039;15800;15010;240
PROD-0000034;2008-05-11;CABANG-039;039;20280;19350;450
PROD-0000035;2008-05-11;CABANG-039;039;6090;5740;90
PROD-0000036;2008-05-11;CABANG-039;039;31130;29580;420
PROD-0000037;2008-05-11;CABANG-039;039;5110;4820;90
PROD-0000038;2008-05-11;CABANG-039;039;6110;5810;120
PROD-0000039;2008-05-11;CABANG-039;039;5640;5380;60
PROD-0000040;2008-05-11;CABANG-039;039;15190;14460;110
PROD-0000041;2008-05-11;CABANG-039;039;13480;12810;220
PROD-0000001;2008-05-12;CABANG-039;039;11610;11070;10
PROD-0000002;2008-05-12;CABANG-039;039;4260;4050;20
PROD-0000003;2008-05-12;CABANG-039;039;6350;6030;40
PROD-0000004;2008-05-12;CABANG-039;039;8090;7680;80
PROD-0000005;2008-05-12;CABANG-039;039;7090;6730;60
PROD-0000006;2008-05-12;CABANG-039;039;8390;7970;30
PROD-0000007;2008-05-12;CABANG-039;039;4660;4430;80
PROD-0000008;2008-05-12;CABANG-039;039;1090;1030;20
PROD-0000009;2008-05-12;CABANG-039;039;4810;4550;90
PROD-0000010;2008-05-12;CABANG-039;039;1120;1050;10
PROD-0000011;2008-05-12;CABANG-039;039;1220;1160;30
PROD-0000012;2008-05-12;CABANG-039;039;3580;3380;20
PROD-0000013;2008-05-12;CABANG-039;039;12470;11840;270
PROD-0000014;2008-05-12;CABANG-039;039;11890;11260;70
PROD-0000015;2008-05-12;CABANG-039;039;19380;18530;70
PROD-0000016;2008-05-12;CABANG-039;039;98990;93120;1480
PROD-0000017;2008-05-12;CABANG-039;039;1250;1190;20
PROD-0000018;2008-05-12;CABANG-039;039;9040;8530;160
PROD-0000019;2008-05-12;CABANG-039;039;6100;5800;120
PROD-0000020;2008-05-12;CABANG-039;039;5370;5070;10
PROD-0000021;2008-05-12;CABANG-039;039;12080;11510;140
PROD-0000022;2008-05-12;CABANG-039;039;72980;68730;440
PROD-0000023;2008-05-12;CABANG-039;039;14400;13680;310
PROD-0000024;2008-05-12;CABANG-039;039;15150;14350;350
PROD-0000025;2008-05-12;CABANG-039;039;10220;9610;230
PROD-0000026;2008-05-12;CABANG-039;039;910;860;10
PROD-0000027;2008-05-12;CABANG-039;039;12360;11710;100
PROD-0000028;2008-05-12;CABANG-039;039;55570;52850;80
PROD-0000029;2008-05-12;CABANG-039;039;6320;6050;30
PROD-0000030;2008-05-12;CABANG-039;039;4150;3950;20
PROD-0000031;2008-05-12;CABANG-039;039;18330;17420;340
PROD-0000032;2008-05-12;CABANG-039;039;5110;4850;40
PROD-0000033;2008-05-12;CABANG-039;039;15830;14950;360
PROD-0000034;2008-05-12;CABANG-039;039;20280;19260;450
PROD-0000035;2008-05-12;CABANG-039;039;6100;5760;110
PROD-0000036;2008-05-12;CABANG-039;039;30820;28980;630
PROD-0000037;2008-05-12;CABANG-039;039;5090;4860;110
PROD-0000038;2008-05-12;CABANG-039;039;6120;5820;30
PROD-0000039;2008-05-12;CABANG-039;039;5610;5320;40
PROD-0000040;2008-05-12;CABANG-039;039;15100;14390;320
PROD-0000041;2008-05-12;CABANG-039;039;13560;12870;230
PROD-0000001;2008-05-13;CABANG-039;039;11380;10810;90
PROD-0000002;2008-05-13;CABANG-039;039;4310;4100;20
PROD-0000003;2008-05-13;CABANG-039;039;6200;5890;80
PROD-0000004;2008-05-13;CABANG-039;039;8320;7900;10
PROD-0000005;2008-05-13;CABANG-039;039;7270;6930;20
PROD-0000006;2008-05-13;CABANG-039;039;8180;7740;60
PROD-0000007;2008-05-13;CABANG-039;039;4660;4420;40
PROD-0000008;2008-05-13;CABANG-039;039;1100;1040;20
PROD-0000009;2008-05-13;CABANG-039;039;4840;4630;60
PROD-0000010;2008-05-13;CABANG-039;039;1130;1080;0
PROD-0000011;2008-05-13;CABANG-039;039;1200;1140;10
PROD-0000012;2008-05-13;CABANG-039;039;3590;3440;60
PROD-0000013;2008-05-13;CABANG-039;039;12570;11950;210
PROD-0000014;2008-05-13;CABANG-039;039;11870;11280;280
PROD-0000015;2008-05-13;CABANG-039;039;19290;18470;150
PROD-0000016;2008-05-13;CABANG-039;039;99580;94040;1840
PROD-0000017;2008-05-13;CABANG-039;039;1230;1170;20
PROD-0000018;2008-05-13;CABANG-039;039;9110;8680;80
PROD-0000019;2008-05-13;CABANG-039;039;6120;5810;60
PROD-0000020;2008-05-13;CABANG-039;039;5460;5180;80
PROD-0000021;2008-05-13;CABANG-039;039;12210;11570;50
PROD-0000022;2008-05-13;CABANG-039;039;73140;68780;440
PROD-0000023;2008-05-13;CABANG-039;039;14570;13730;40
PROD-0000024;2008-05-13;CABANG-039;039;15240;14390;160
PROD-0000025;2008-05-13;CABANG-039;039;10140;9630;180
PROD-0000026;2008-05-13;CABANG-039;039;930;890;10
PROD-0000027;2008-05-13;CABANG-039;039;12320;11680;150
PROD-0000028;2008-05-13;CABANG-039;039;55900;53110;480
PROD-0000029;2008-05-13;CABANG-039;039;6270;5960;10
PROD-0000030;2008-05-13;CABANG-039;039;4120;3900;60
PROD-0000031;2008-05-13;CABANG-039;039;18220;17270;160
PROD-0000032;2008-05-13;CABANG-039;039;5150;4900;100
PROD-0000033;2008-05-13;CABANG-039;039;15700;14780;230
PROD-0000034;2008-05-13;CABANG-039;039;20040;18870;220
PROD-0000035;2008-05-13;CABANG-039;039;6070;5740;120
PROD-0000036;2008-05-13;CABANG-039;039;30520;29070;60
PROD-0000037;2008-05-13;CABANG-039;039;5100;4850;40
PROD-0000038;2008-05-13;CABANG-039;039;6220;5910;10
PROD-0000039;2008-05-13;CABANG-039;039;5520;5200;20
PROD-0000040;2008-05-13;CABANG-039;039;15130;14230;330
PROD-0000041;2008-05-13;CABANG-039;039;13460;12670;170
PROD-0000001;2008-05-14;CABANG-039;039;11490;10920;90
PROD-0000002;2008-05-14;CABANG-039;039;4230;4020;80
PROD-0000003;2008-05-14;CABANG-039;039;6230;5920;130
PROD-0000004;2008-05-14;CABANG-039;039;8300;7890;80
PROD-0000005;2008-05-14;CABANG-039;039;7230;6870;170
PROD-0000006;2008-05-14;CABANG-039;039;8250;7770;70
PROD-0000007;2008-05-14;CABANG-039;039;4650;4460;30
PROD-0000008;2008-05-14;CABANG-039;039;1080;1020;10
PROD-0000009;2008-05-14;CABANG-039;039;4810;4610;90
PROD-0000010;2008-05-14;CABANG-039;039;1130;1080;0
PROD-0000011;2008-05-14;CABANG-039;039;1230;1170;10
PROD-0000012;2008-05-14;CABANG-039;039;3590;3410;40
PROD-0000013;2008-05-14;CABANG-039;039;12720;12090;310
PROD-0000014;2008-05-14;CABANG-039;039;11960;11340;220
PROD-0000015;2008-05-14;CABANG-039;039;19260;18470;390
PROD-0000016;2008-05-14;CABANG-039;039;98790;93860;1530
PROD-0000017;2008-05-14;CABANG-039;039;1240;1190;0
PROD-0000018;2008-05-14;CABANG-039;039;9110;8660;40
PROD-0000019;2008-05-14;CABANG-039;039;6190;5880;40
PROD-0000020;2008-05-14;CABANG-039;039;5400;5080;70
PROD-0000021;2008-05-14;CABANG-039;039;12110;11430;240
PROD-0000022;2008-05-14;CABANG-039;039;73280;69740;290
PROD-0000023;2008-05-14;CABANG-039;039;14310;13720;290
PROD-0000024;2008-05-14;CABANG-039;039;15060;14400;50
PROD-0000025;2008-05-14;CABANG-039;039;10220;9640;50
PROD-0000026;2008-05-14;CABANG-039;039;900;850;10
PROD-0000027;2008-05-14;CABANG-039;039;12370;11830;70
PROD-0000028;2008-05-14;CABANG-039;039;56360;53540;1240
PROD-0000029;2008-05-14;CABANG-039;039;6310;5990;120
PROD-0000030;2008-05-14;CABANG-039;039;4090;3880;40
PROD-0000031;2008-05-14;CABANG-039;039;18260;17410;220
PROD-0000032;2008-05-14;CABANG-039;039;5150;4910;0
PROD-0000033;2008-05-14;CABANG-039;039;15860;15050;120
PROD-0000034;2008-05-14;CABANG-039;039;20440;19230;220
PROD-0000035;2008-05-14;CABANG-039;039;6050;5810;0
PROD-0000036;2008-05-14;CABANG-039;039;31380;30090;610
PROD-0000037;2008-05-14;CABANG-039;039;5030;4820;50
PROD-0000038;2008-05-14;CABANG-039;039;6040;5740;30
PROD-0000039;2008-05-14;CABANG-039;039;5530;5210;90
PROD-0000040;2008-05-14;CABANG-039;039;15160;14280;100
PROD-0000041;2008-05-14;CABANG-039;039;13650;13010;30
PROD-0000001;2008-05-15;CABANG-039;039;11420;10790;50
PROD-0000002;2008-05-15;CABANG-039;039;4220;4040;70
PROD-0000003;2008-05-15;CABANG-039;039;6300;5930;100
PROD-0000004;2008-05-15;CABANG-039;039;8170;7830;200
PROD-0000005;2008-05-15;CABANG-039;039;7140;6780;10
PROD-0000006;2008-05-15;CABANG-039;039;8300;7930;100
PROD-0000007;2008-05-15;CABANG-039;039;4640;4450;10
PROD-0000008;2008-05-15;CABANG-039;039;1110;1060;20
PROD-0000009;2008-05-15;CABANG-039;039;4750;4560;50
PROD-0000010;2008-05-15;CABANG-039;039;1100;1050;0
PROD-0000011;2008-05-15;CABANG-039;039;1220;1160;0
PROD-0000012;2008-05-15;CABANG-039;039;3620;3440;10
PROD-0000013;2008-05-15;CABANG-039;039;12370;11790;120
PROD-0000014;2008-05-15;CABANG-039;039;11780;11150;240
PROD-0000015;2008-05-15;CABANG-039;039;19410;18470;390
PROD-0000016;2008-05-15;CABANG-039;039;100980;95700;2470
PROD-0000017;2008-05-15;CABANG-039;039;1230;1180;0
PROD-0000018;2008-05-15;CABANG-039;039;9080;8620;60
PROD-0000019;2008-05-15;CABANG-039;039;6090;5790;70
PROD-0000020;2008-05-15;CABANG-039;039;5360;5100;50
PROD-0000021;2008-05-15;CABANG-039;039;12040;11380;200
PROD-0000022;2008-05-15;CABANG-039;039;71980;68950;790
PROD-0000023;2008-05-15;CABANG-039;039;14540;13760;280
PROD-0000024;2008-05-15;CABANG-039;039;15030;14210;50
PROD-0000025;2008-05-15;CABANG-039;039;10100;9600;60
PROD-0000026;2008-05-15;CABANG-039;039;900;860;0
PROD-0000027;2008-05-15;CABANG-039;039;12220;11580;40
PROD-0000028;2008-05-15;CABANG-039;039;55460;52190;1360
PROD-0000029;2008-05-15;CABANG-039;039;6200;5840;30
PROD-0000030;2008-05-15;CABANG-039;039;4090;3880;50
PROD-0000031;2008-05-15;CABANG-039;039;18330;17420;140
PROD-0000032;2008-05-15;CABANG-039;039;5120;4830;90
PROD-0000033;2008-05-15;CABANG-039;039;15890;15180;130
PROD-0000034;2008-05-15;CABANG-039;039;20240;19230;480
PROD-0000035;2008-05-15;CABANG-039;039;6020;5740;20
PROD-0000036;2008-05-15;CABANG-039;039;31200;29390;720
PROD-0000037;2008-05-15;CABANG-039;039;5170;4870;70
PROD-0000038;2008-05-15;CABANG-039;039;6040;5740;130
PROD-0000039;2008-05-15;CABANG-039;039;5580;5270;110
PROD-0000040;2008-05-15;CABANG-039;039;15280;14520;90
PROD-0000041;2008-05-15;CABANG-039;039;13480;12750;180
PROD-0000001;2008-05-16;CABANG-039;039;11640;11150;90
PROD-0000002;2008-05-16;CABANG-039;039;4250;4080;60
PROD-0000003;2008-05-16;CABANG-039;039;6250;5940;50
PROD-0000004;2008-05-16;CABANG-039;039;8240;7830;140
PROD-0000005;2008-05-16;CABANG-039;039;7150;6830;110
PROD-0000006;2008-05-16;CABANG-039;039;8180;7770;180
PROD-0000007;2008-05-16;CABANG-039;039;4680;4410;70
PROD-0000008;2008-05-16;CABANG-039;039;1080;1030;20
PROD-0000009;2008-05-16;CABANG-039;039;4850;4610;50
PROD-0000010;2008-05-16;CABANG-039;039;1100;1050;10
PROD-0000011;2008-05-16;CABANG-039;039;1230;1170;0
PROD-0000012;2008-05-16;CABANG-039;039;3570;3420;90
PROD-0000013;2008-05-16;CABANG-039;039;12700;12160;60
PROD-0000014;2008-05-16;CABANG-039;039;11990;11390;280
PROD-0000015;2008-05-16;CABANG-039;039;19070;18070;260
PROD-0000016;2008-05-16;CABANG-039;039;100180;95470;2200
PROD-0000017;2008-05-16;CABANG-039;039;1260;1190;0
PROD-0000018;2008-05-16;CABANG-039;039;8910;8470;100
PROD-0000019;2008-05-16;CABANG-039;039;6130;5770;80
PROD-0000020;2008-05-16;CABANG-039;039;5390;5090;50
PROD-0000021;2008-05-16;CABANG-039;039;12260;11680;120
PROD-0000022;2008-05-16;CABANG-039;039;73130;70020;1430
PROD-0000023;2008-05-16;CABANG-039;039;14460;13620;80
PROD-0000024;2008-05-16;CABANG-039;039;15030;14280;140
PROD-0000025;2008-05-16;CABANG-039;039;10180;9770;250
PROD-0000026;2008-05-16;CABANG-039;039;910;880;20
PROD-0000027;2008-05-16;CABANG-039;039;12410;11680;80
PROD-0000028;2008-05-16;CABANG-039;039;56460;53130;110
PROD-0000029;2008-05-16;CABANG-039;039;6310;6050;10
PROD-0000030;2008-05-16;CABANG-039;039;4050;3830;20
PROD-0000031;2008-05-16;CABANG-039;039;18400;17480;400
PROD-0000032;2008-05-16;CABANG-039;039;5120;4910;60
PROD-0000033;2008-05-16;CABANG-039;039;15520;14620;370
PROD-0000034;2008-05-16;CABANG-039;039;20160;19150;90
PROD-0000035;2008-05-16;CABANG-039;039;6100;5740;40
PROD-0000036;2008-05-16;CABANG-039;039;30760;28970;490
PROD-0000037;2008-05-16;CABANG-039;039;5150;4880;60
PROD-0000038;2008-05-16;CABANG-039;039;6130;5870;130
PROD-0000039;2008-05-16;CABANG-039;039;5540;5260;10
PROD-0000040;2008-05-16;CABANG-039;039;14890;14100;250
PROD-0000041;2008-05-16;CABANG-039;039;13570;12810;10
PROD-0000001;2008-05-17;CABANG-039;039;11360;10790;10
PROD-0000002;2008-05-17;CABANG-039;039;4270;4070;10
PROD-0000003;2008-05-17;CABANG-039;039;6360;6040;80
PROD-0000004;2008-05-17;CABANG-039;039;8180;7710;40
PROD-0000005;2008-05-17;CABANG-039;039;7190;6810;50
PROD-0000006;2008-05-17;CABANG-039;039;8240;7890;0
PROD-0000007;2008-05-17;CABANG-039;039;4680;4430;80
PROD-0000008;2008-05-17;CABANG-039;039;1100;1050;20
PROD-0000009;2008-05-17;CABANG-039;039;4890;4690;80
PROD-0000010;2008-05-17;CABANG-039;039;1110;1050;10
PROD-0000011;2008-05-17;CABANG-039;039;1210;1160;10
PROD-0000012;2008-05-17;CABANG-039;039;3520;3320;20
PROD-0000013;2008-05-17;CABANG-039;039;12370;11750;270
PROD-0000014;2008-05-17;CABANG-039;039;11660;11080;20
PROD-0000015;2008-05-17;CABANG-039;039;19420;18450;310
PROD-0000016;2008-05-17;CABANG-039;039;100380;94810;500
PROD-0000017;2008-05-17;CABANG-039;039;1260;1210;10
PROD-0000018;2008-05-17;CABANG-039;039;8900;8410;190
PROD-0000019;2008-05-17;CABANG-039;039;6050;5790;0
PROD-0000020;2008-05-17;CABANG-039;039;5410;5130;130
PROD-0000021;2008-05-17;CABANG-039;039;12190;11510;190
PROD-0000022;2008-05-17;CABANG-039;039;72410;68080;940
PROD-0000023;2008-05-17;CABANG-039;039;14400;13680;190
PROD-0000024;2008-05-17;CABANG-039;039;15060;14310;30
PROD-0000025;2008-05-17;CABANG-039;039;10260;9750;100
PROD-0000026;2008-05-17;CABANG-039;039;920;870;10
PROD-0000027;2008-05-17;CABANG-039;039;12140;11550;90
PROD-0000028;2008-05-17;CABANG-039;039;55680;52900;700
PROD-0000029;2008-05-17;CABANG-039;039;6290;6010;10
PROD-0000030;2008-05-17;CABANG-039;039;4140;3930;20
PROD-0000031;2008-05-17;CABANG-039;039;18190;17280;380
PROD-0000032;2008-05-17;CABANG-039;039;5180;4970;120
PROD-0000033;2008-05-17;CABANG-039;039;15950;15040;310
PROD-0000034;2008-05-17;CABANG-039;039;20400;19550;20
PROD-0000035;2008-05-17;CABANG-039;039;6080;5750;120
PROD-0000036;2008-05-17;CABANG-039;039;30580;28860;410
PROD-0000037;2008-05-17;CABANG-039;039;5140;4880;50
PROD-0000038;2008-05-17;CABANG-039;039;6150;5840;70
PROD-0000039;2008-05-17;CABANG-039;039;5510;5180;70
PROD-0000040;2008-05-17;CABANG-039;039;15190;14430;130
PROD-0000041;2008-05-17;CABANG-039;039;13410;12740;300
PROD-0000001;2008-05-18;CABANG-039;039;11490;10840;190
PROD-0000002;2008-05-18;CABANG-039;039;4260;4060;60
PROD-0000003;2008-05-18;CABANG-039;039;6280;5960;110
PROD-0000004;2008-05-18;CABANG-039;039;8310;7960;90
PROD-0000005;2008-05-18;CABANG-039;039;7200;6830;120
PROD-0000006;2008-05-18;CABANG-039;039;8130;7760;140
PROD-0000007;2008-05-18;CABANG-039;039;4680;4440;30
PROD-0000008;2008-05-18;CABANG-039;039;1080;1020;20
PROD-0000009;2008-05-18;CABANG-039;039;4830;4610;40
PROD-0000010;2008-05-18;CABANG-039;039;1110;1060;20
PROD-0000011;2008-05-18;CABANG-039;039;1190;1130;10
PROD-0000012;2008-05-18;CABANG-039;039;3580;3370;40
PROD-0000013;2008-05-18;CABANG-039;039;12680;12140;270
PROD-0000014;2008-05-18;CABANG-039;039;11710;11160;10
PROD-0000015;2008-05-18;CABANG-039;039;19260;18440;430
PROD-0000016;2008-05-18;CABANG-039;039;99980;94700;1750
PROD-0000017;2008-05-18;CABANG-039;039;1260;1190;20
PROD-0000018;2008-05-18;CABANG-039;039;9000;8580;30
PROD-0000019;2008-05-18;CABANG-039;039;6140;5800;140
PROD-0000020;2008-05-18;CABANG-039;039;5360;5080;20
PROD-0000021;2008-05-18;CABANG-039;039;12280;11670;140
PROD-0000022;2008-05-18;CABANG-039;039;72690;68610;440
PROD-0000023;2008-05-18;CABANG-039;039;14660;13800;60
PROD-0000024;2008-05-18;CABANG-039;039;15150;14360;90
PROD-0000025;2008-05-18;CABANG-039;039;10280;9770;110
PROD-0000026;2008-05-18;CABANG-039;039;920;870;10
PROD-0000027;2008-05-18;CABANG-039;039;12310;11770;10
PROD-0000028;2008-05-18;CABANG-039;039;56240;53440;250
PROD-0000029;2008-05-18;CABANG-039;039;6240;5950;140
PROD-0000030;2008-05-18;CABANG-039;039;4160;3950;70
PROD-0000031;2008-05-18;CABANG-039;039;18480;17710;410
PROD-0000032;2008-05-18;CABANG-039;039;5060;4850;20
PROD-0000033;2008-05-18;CABANG-039;039;15580;14910;160
PROD-0000034;2008-05-18;CABANG-039;039;20320;19240;180
PROD-0000035;2008-05-18;CABANG-039;039;6120;5750;140
PROD-0000036;2008-05-18;CABANG-039;039;30820;29220;720
PROD-0000037;2008-05-18;CABANG-039;039;5060;4800;20
PROD-0000038;2008-05-18;CABANG-039;039;6120;5800;80
PROD-0000039;2008-05-18;CABANG-039;039;5550;5330;10
PROD-0000040;2008-05-18;CABANG-039;039;15130;14370;130
PROD-0000041;2008-05-18;CABANG-039;039;13560;12990;200
PROD-0000001;2008-05-19;CABANG-039;039;11380;10810;20
PROD-0000002;2008-05-19;CABANG-039;039;4280;4060;70
PROD-0000003;2008-05-19;CABANG-039;039;6340;6030;140
PROD-0000004;2008-05-19;CABANG-039;039;8330;7950;180
PROD-0000005;2008-05-19;CABANG-039;039;7120;6700;170
PROD-0000006;2008-05-19;CABANG-039;039;8300;7880;70
PROD-0000007;2008-05-19;CABANG-039;039;4610;4350;20
PROD-0000008;2008-05-19;CABANG-039;039;1100;1040;0
PROD-0000009;2008-05-19;CABANG-039;039;4810;4550;50
PROD-0000010;2008-05-19;CABANG-039;039;1110;1060;10
PROD-0000011;2008-05-19;CABANG-039;039;1220;1160;10
PROD-0000012;2008-05-19;CABANG-039;039;3600;3440;80
PROD-0000013;2008-05-19;CABANG-039;039;12600;12040;160
PROD-0000014;2008-05-19;CABANG-039;039;11690;11100;110
PROD-0000015;2008-05-19;CABANG-039;039;19530;18560;330
PROD-0000016;2008-05-19;CABANG-039;039;99580;93600;750
PROD-0000017;2008-05-19;CABANG-039;039;1240;1180;30
PROD-0000018;2008-05-19;CABANG-039;039;8970;8520;220
PROD-0000019;2008-05-19;CABANG-039;039;6100;5770;30
PROD-0000020;2008-05-19;CABANG-039;039;5400;5180;60
PROD-0000021;2008-05-19;CABANG-039;039;12040;11430;80
PROD-0000022;2008-05-19;CABANG-039;039;73430;69690;220
PROD-0000023;2008-05-19;CABANG-039;039;14690;13950;340
PROD-0000024;2008-05-19;CABANG-039;039;15000;14250;190
PROD-0000025;2008-05-19;CABANG-039;039;10160;9650;110
PROD-0000026;2008-05-19;CABANG-039;039;920;890;10
PROD-0000027;2008-05-19;CABANG-039;039;12220;11490;60
PROD-0000028;2008-05-19;CABANG-039;039;55570;52790;1030
PROD-0000029;2008-05-19;CABANG-039;039;6240;5870;80
PROD-0000030;2008-05-19;CABANG-039;039;4130;3920;90
PROD-0000031;2008-05-19;CABANG-039;039;18370;17450;280
PROD-0000032;2008-05-19;CABANG-039;039;5050;4840;40
PROD-0000033;2008-05-19;CABANG-039;039;15890;15100;90
PROD-0000034;2008-05-19;CABANG-039;039;20560;19520;440
PROD-0000035;2008-05-19;CABANG-039;039;5990;5690;110
PROD-0000036;2008-05-19;CABANG-039;039;30830;29520;320
PROD-0000037;2008-05-19;CABANG-039;039;5090;4840;30
PROD-0000038;2008-05-19;CABANG-039;039;6190;5880;130
PROD-0000039;2008-05-19;CABANG-039;039;5570;5320;50
PROD-0000040;2008-05-19;CABANG-039;039;15100;14340;20
PROD-0000041;2008-05-19;CABANG-039;039;13380;12740;190
PROD-0000001;2008-05-20;CABANG-039;039;11220;10660;40
PROD-0000002;2008-05-20;CABANG-039;039;4310;4100;70
PROD-0000003;2008-05-20;CABANG-039;039;6300;5980;40
PROD-0000004;2008-05-20;CABANG-039;039;8200;7860;80
PROD-0000005;2008-05-20;CABANG-039;039;7170;6810;90
PROD-0000006;2008-05-20;CABANG-039;039;8110;7710;60
PROD-0000007;2008-05-20;CABANG-039;039;4600;4380;70
PROD-0000008;2008-05-20;CABANG-039;039;1080;1030;0
PROD-0000009;2008-05-20;CABANG-039;039;4840;4600;70
PROD-0000010;2008-05-20;CABANG-039;039;1100;1040;20
PROD-0000011;2008-05-20;CABANG-039;039;1210;1140;0
PROD-0000012;2008-05-20;CABANG-039;039;3570;3370;40
PROD-0000013;2008-05-20;CABANG-039;039;12830;12310;310
PROD-0000014;2008-05-20;CABANG-039;039;11590;11120;270
PROD-0000015;2008-05-20;CABANG-039;039;19410;18440;20
PROD-0000016;2008-05-20;CABANG-039;039;99780;94790;2440
PROD-0000017;2008-05-20;CABANG-039;039;1250;1190;20
PROD-0000018;2008-05-20;CABANG-039;039;8930;8490;210
PROD-0000019;2008-05-20;CABANG-039;039;6120;5810;20
PROD-0000020;2008-05-20;CABANG-039;039;5420;5150;90
PROD-0000021;2008-05-20;CABANG-039;039;12080;11490;90
