kode_produk;tgl_berlaku;harga_berlaku;modal
PROD-0000021;2008-04-21;12170;11500
PROD-0000022;2008-04-21;72270;68830
PROD-0000023;2008-04-21;14270;13610
PROD-0000024;2008-04-21;15130;14380
PROD-0000025;2008-04-21;10090;9560
PROD-0000026;2008-04-21;910;860
PROD-0000027;2008-04-21;12280;11570
PROD-0000028;2008-04-21;55350;52360
PROD-0000029;2008-04-21;6160;5880
PROD-0000030;2008-04-21;4040;3880
PROD-0000031;2008-04-21;18260;17410
PROD-0000032;2008-04-21;5030;4820
PROD-0000033;2008-04-21;15770;14920
PROD-0000034;2008-04-21;20180;19060
PROD-0000035;2008-04-21;6110;5790
PROD-0000036;2008-04-21;30550;29190
PROD-0000037;2008-04-21;5060;4840
PROD-0000038;2008-04-21;6030;5770
PROD-0000039;2008-04-21;5540;5260
PROD-0000040;2008-04-21;15140;14230
PROD-0000041;2008-04-21;13480;12680
PROD-0000001;2008-04-22;11230;10830
PROD-0000002;2008-04-22;4250;4030
PROD-0000003;2008-04-22;6300;5900
PROD-0000004;2008-04-22;8160;7650
PROD-0000005;2008-04-22;7100;6790
PROD-0000006;2008-04-22;8170;7830
PROD-0000007;2008-04-22;4670;4400
PROD-0000008;2008-04-22;1100;1040
PROD-0000009;2008-04-22;4780;4570
PROD-0000010;2008-04-22;1110;1050
PROD-0000011;2008-04-22;1200;1150
PROD-0000012;2008-04-22;3530;3370
PROD-0000013;2008-04-22;12580;11850
PROD-0000014;2008-04-22;11640;11050
PROD-0000015;2008-04-22;19330;18170
PROD-0000016;2008-04-22;99320;93870
PROD-0000017;2008-04-22;1240;1180
PROD-0000018;2008-04-22;8880;8490
PROD-0000019;2008-04-22;6070;5780
PROD-0000020;2008-04-22;5340;5080
PROD-0000021;2008-04-22;12080;11460
PROD-0000022;2008-04-22;72120;68520
PROD-0000023;2008-04-22;14440;13710
PROD-0000024;2008-04-22;15040;14310
PROD-0000025;2008-04-22;10130;9530
PROD-0000026;2008-04-22;910;860
PROD-0000027;2008-04-22;12130;11570
PROD-0000028;2008-04-22;55460;53190
PROD-0000029;2008-04-22;6240;5880
PROD-0000030;2008-04-22;4090;3860
PROD-0000031;2008-04-22;18300;17250
PROD-0000032;2008-04-22;5040;4770
PROD-0000033;2008-04-22;15740;14740
PROD-0000034;2008-04-22;20020;19050
PROD-0000035;2008-04-22;6060;5730
PROD-0000036;2008-04-22;30740;28990
PROD-0000037;2008-04-22;5030;4820
PROD-0000038;2008-04-22;6110;5770
PROD-0000039;2008-04-22;5540;5230
PROD-0000040;2008-04-22;15080;14300
PROD-0000041;2008-04-22;13480;12770
PROD-0000001;2008-04-23;11210;10710
PROD-0000002;2008-04-23;4250;4050
PROD-0000003;2008-04-23;6300;5950
PROD-0000004;2008-04-23;8220;7710
PROD-0000005;2008-04-23;7190;6860
PROD-0000006;2008-04-23;8140;7680
PROD-0000007;2008-04-23;4680;4430
PROD-0000008;2008-04-23;1100;1030
PROD-0000009;2008-04-23;4800;4550
PROD-0000010;2008-04-23;1110;1060
PROD-0000011;2008-04-23;1210;1140
PROD-0000012;2008-04-23;3540;3360
PROD-0000013;2008-04-23;12580;11850
PROD-0000014;2008-04-23;11640;11060
PROD-0000015;2008-04-23;19440;18260
PROD-0000016;2008-04-23;98130;94110
PROD-0000017;2008-04-23;1220;1160
PROD-0000018;2008-04-23;9010;8430
PROD-0000019;2008-04-23;6120;5830
PROD-0000020;2008-04-23;5360;5080
PROD-0000021;2008-04-23;12080;11540
PROD-0000022;2008-04-23;71540;68520
PROD-0000023;2008-04-23;14390;13580
PROD-0000024;2008-04-23;15160;14310
PROD-0000025;2008-04-23;10110;9630
PROD-0000026;2008-04-23;910;850
PROD-0000027;2008-04-23;12230;11470
PROD-0000028;2008-04-23;55230;52620
PROD-0000029;2008-04-23;6150;5830
PROD-0000030;2008-04-23;4070;3860
PROD-0000031;2008-04-23;18110;17260
PROD-0000032;2008-04-23;5100;4810
PROD-0000033;2008-04-23;15580;14840
PROD-0000034;2008-04-23;20380;19170
PROD-0000035;2008-04-23;6030;5700
PROD-0000036;2008-04-23;30860;29290
PROD-0000037;2008-04-23;5080;4850
PROD-0000038;2008-04-23;6070;5790
PROD-0000039;2008-04-23;5530;5280
PROD-0000040;2008-04-23;15140;14300
PROD-0000041;2008-04-23;13320;12680
PROD-0000001;2008-04-24;11230;10670
PROD-0000002;2008-04-24;4230;4030
PROD-0000003;2008-04-24;6270;5960
PROD-0000004;2008-04-24;8180;7740
PROD-0000005;2008-04-24;7130;6760
PROD-0000006;2008-04-24;8250;7760
PROD-0000007;2008-04-24;4630;4400
PROD-0000008;2008-04-24;1080;1030
PROD-0000009;2008-04-24;4770;4550
PROD-0000010;2008-04-24;1110;1050
PROD-0000011;2008-04-24;1210;1140
PROD-0000012;2008-04-24;3530;3370
PROD-0000013;2008-04-24;12500;11800
PROD-0000014;2008-04-24;11550;11080
PROD-0000015;2008-04-24;19410;18110
PROD-0000016;2008-04-24;99120;93600
PROD-0000017;2008-04-24;1220;1160
PROD-0000018;2008-04-24;8870;8490
PROD-0000019;2008-04-24;6120;5750
PROD-0000020;2008-04-24;5330;5080
PROD-0000021;2008-04-24;12100;11470
PROD-0000022;2008-04-24;72550;68520
PROD-0000023;2008-04-24;14410;13670
PROD-0000024;2008-04-24;15040;14310
PROD-0000025;2008-04-24;10130;9560
PROD-0000026;2008-04-24;910;870
PROD-0000027;2008-04-24;12250;11630
PROD-0000028;2008-04-24;55790;53140
PROD-0000029;2008-04-24;6160;5870
PROD-0000030;2008-04-24;4030;3860
PROD-0000031;2008-04-24;18150;17320
PROD-0000032;2008-04-24;5050;4810
PROD-0000033;2008-04-24;15580;14890
PROD-0000034;2008-04-24;20340;19170
PROD-0000035;2008-04-24;6110;5780
PROD-0000036;2008-04-24;30550;29090
PROD-0000037;2008-04-24;5120;4820
PROD-0000038;2008-04-24;6090;5770
PROD-0000039;2008-04-24;5560;5250
PROD-0000040;2008-04-24;15110;14170
PROD-0000041;2008-04-24;13400;12700
PROD-0000001;2008-04-25;11210;10810
PROD-0000002;2008-04-25;4270;4030
PROD-0000003;2008-04-25;6300;5960
PROD-0000004;2008-04-25;8090;7670
PROD-0000005;2008-04-25;7160;6780
PROD-0000006;2008-04-25;8240;7780
PROD-0000007;2008-04-25;4610;4400
PROD-0000008;2008-04-25;1090;1030
PROD-0000009;2008-04-25;4810;4550
PROD-0000010;2008-04-25;1110;1050
PROD-0000011;2008-04-25;1210;1150
PROD-0000012;2008-04-25;3570;3340
PROD-0000013;2008-04-25;12530;11850
PROD-0000014;2008-04-25;11660;11030
PROD-0000015;2008-04-25;19250;18390
PROD-0000016;2008-04-25;99510;94160
PROD-0000017;2008-04-25;1240;1170
PROD-0000018;2008-04-25;8940;8540
PROD-0000019;2008-04-25;6050;5780
PROD-0000020;2008-04-25;5340;5080
PROD-0000021;2008-04-25;12220;11500
PROD-0000022;2008-04-25;71690;68450
PROD-0000023;2008-04-25;14390;13710
PROD-0000024;2008-04-25;15160;14380
PROD-0000025;2008-04-25;10190;9630
PROD-0000026;2008-04-25;910;870
PROD-0000027;2008-04-25;12280;11520
PROD-0000028;2008-04-25;55350;53400
PROD-0000029;2008-04-25;6240;5870
PROD-0000030;2008-04-25;4040;3840
PROD-0000031;2008-04-25;18150;17310
PROD-0000032;2008-04-25;5120;4810
PROD-0000033;2008-04-25;15770;14890
PROD-0000034;2008-04-25;20260;19170
PROD-0000035;2008-04-25;6070;5810
PROD-0000036;2008-04-25;30490;29160
PROD-0000037;2008-04-25;5040;4830
PROD-0000038;2008-04-25;6110;5770
PROD-0000039;2008-04-25;5470;5240
PROD-0000040;2008-04-25;15080;14320
PROD-0000041;2008-04-25;13480;12710
PROD-0000001;2008-04-26;11320;10790
PROD-0000002;2008-04-26;4210;4040
PROD-0000003;2008-04-26;6320;6010
PROD-0000004;2008-04-26;8190;7740
PROD-0000005;2008-04-26;7120;6790
PROD-0000006;2008-04-26;8250;7760
PROD-0000007;2008-04-26;4670;4430
PROD-0000008;2008-04-26;1090;1030
PROD-0000009;2008-04-26;4790;4510
PROD-0000010;2008-04-26;1110;1050
PROD-0000011;2008-04-26;1200;1150
PROD-0000012;2008-04-26;3580;3370
PROD-0000013;2008-04-26;12580;11850
PROD-0000014;2008-04-26;11550;11060
PROD-0000015;2008-04-26;19210;18200
PROD-0000016;2008-04-26;99320;93600
PROD-0000017;2008-04-26;1220;1170
PROD-0000018;2008-04-26;8940;8490
PROD-0000019;2008-04-26;6130;5780
PROD-0000020;2008-04-26;5330;5080
PROD-0000021;2008-04-26;12220;11380
PROD-0000022;2008-04-26;71690;68520
PROD-0000023;2008-04-26;14530;13670
PROD-0000024;2008-04-26;15010;14310
PROD-0000025;2008-04-26;10070;9630
PROD-0000026;2008-04-26;920;860
PROD-0000027;2008-04-26;12110;11540
PROD-0000028;2008-04-26;55790;52900
PROD-0000029;2008-04-26;6210;5870
PROD-0000030;2008-04-26;4110;3860
PROD-0000031;2008-04-26;18150;17310
PROD-0000032;2008-04-26;5090;4810
PROD-0000033;2008-04-26;15580;14890
PROD-0000034;2008-04-26;20140;19020
PROD-0000035;2008-04-26;6080;5790
PROD-0000036;2008-04-26;30740;29230
PROD-0000037;2008-04-26;5080;4780
PROD-0000038;2008-04-26;6050;5770
PROD-0000039;2008-04-26;5510;5260
PROD-0000040;2008-04-26;15080;14300
PROD-0000041;2008-04-26;13290;12640
PROD-0000001;2008-04-27;11280;10750
PROD-0000002;2008-04-27;4210;4030
PROD-0000003;2008-04-27;6310;5980
PROD-0000004;2008-04-27;8190;7800
PROD-0000005;2008-04-27;7090;6800
PROD-0000006;2008-04-27;8140;7690
PROD-0000007;2008-04-27;4620;4400
PROD-0000008;2008-04-27;1090;1030
PROD-0000009;2008-04-27;4750;4550
PROD-0000010;2008-04-27;1110;1050
PROD-0000011;2008-04-27;1220;1160
PROD-0000012;2008-04-27;3540;3380
PROD-0000013;2008-04-27;12500;11830
PROD-0000014;2008-04-27;11570;11060
PROD-0000015;2008-04-27;19250;18290
PROD-0000016;2008-04-27;98330;94390
PROD-0000017;2008-04-27;1230;1170
PROD-0000018;2008-04-27;9030;8430
PROD-0000019;2008-04-27;6070;5720
PROD-0000020;2008-04-27;5320;5060
PROD-0000021;2008-04-27;12100;11500
PROD-0000022;2008-04-27;71830;68310
PROD-0000023;2008-04-27;14390;13670
PROD-0000024;2008-04-27;15100;14290
PROD-0000025;2008-04-27;10230;9630
PROD-0000026;2008-04-27;900;860
PROD-0000027;2008-04-27;12210;11550
PROD-0000028;2008-04-27;56120;52760
PROD-0000029;2008-04-27;6160;5870
PROD-0000030;2008-04-27;4070;3850
PROD-0000031;2008-04-27;18260;17360
PROD-0000032;2008-04-27;5060;4810
PROD-0000033;2008-04-27;15710;14890
PROD-0000034;2008-04-27;20180;19080
PROD-0000035;2008-04-27;6090;5740
PROD-0000036;2008-04-27;30550;29060
PROD-0000037;2008-04-27;5060;4860
PROD-0000038;2008-04-27;6130;5770
PROD-0000039;2008-04-27;5490;5280
PROD-0000040;2008-04-27;14990;14300
PROD-0000041;2008-04-27;13370;12620
PROD-0000001;2008-04-28;11390;10810
PROD-0000002;2008-04-28;4250;4060
PROD-0000003;2008-04-28;6320;5900
PROD-0000004;2008-04-28;8220;7740
PROD-0000005;2008-04-28;7220;6730
PROD-0000006;2008-04-28;8110;7710
PROD-0000007;2008-04-28;4660;4440
PROD-0000008;2008-04-28;1080;1040
PROD-0000009;2008-04-28;4800;4500
PROD-0000010;2008-04-28;1120;1050
PROD-0000011;2008-04-28;1220;1160
PROD-0000012;2008-04-28;3520;3370
PROD-0000013;2008-04-28;12400;11940
PROD-0000014;2008-04-28;11570;11060
PROD-0000015;2008-04-28;19210;18220
PROD-0000016;2008-04-28;98920;93530
PROD-0000017;2008-04-28;1230;1170
PROD-0000018;2008-04-28;8870;8490
PROD-0000019;2008-04-28;6060;5780
PROD-0000020;2008-04-28;5310;5080
PROD-0000021;2008-04-28;12000;11600
PROD-0000022;2008-04-28;71980;68520
PROD-0000023;2008-04-28;14500;13760
PROD-0000024;2008-04-28;15160;14240
PROD-0000025;2008-04-28;10110;9600
PROD-0000026;2008-04-28;910;860
PROD-0000027;2008-04-28;12210;11600
PROD-0000028;2008-04-28;56240;52940
PROD-0000029;2008-04-28;6200;5870
PROD-0000030;2008-04-28;4040;3860
PROD-0000031;2008-04-28;18400;17440
PROD-0000032;2008-04-28;5060;4830
PROD-0000033;2008-04-28;15550;14890
PROD-0000034;2008-04-28;20260;19300
PROD-0000035;2008-04-28;6010;5770
PROD-0000036;2008-04-28;30490;28970
PROD-0000037;2008-04-28;5040;4840
PROD-0000038;2008-04-28;6030;5810
PROD-0000039;2008-04-28;5530;5240
PROD-0000040;2008-04-28;15050;14300
PROD-0000041;2008-04-28;13370;12680
PROD-0000001;2008-04-29;11340;10800
PROD-0000002;2008-04-29;4280;4030
PROD-0000003;2008-04-29;6300;5970
PROD-0000004;2008-04-29;8080;7800
PROD-0000005;2008-04-29;7200;6790
PROD-0000006;2008-04-29;8160;7790
PROD-0000007;2008-04-29;4610;4400
PROD-0000008;2008-04-29;1080;1030
PROD-0000009;2008-04-29;4820;4540
PROD-0000010;2008-04-29;1120;1050
PROD-0000011;2008-04-29;1210;1150
PROD-0000012;2008-04-29;3530;3370
PROD-0000013;2008-04-29;12480;11850
PROD-0000014;2008-04-29;11550;11110
PROD-0000015;2008-04-29;19370;18280
PROD-0000016;2008-04-29;98720;93600
PROD-0000017;2008-04-29;1220;1170
PROD-0000018;2008-04-29;9030;8490
PROD-0000019;2008-04-29;6130;5780
PROD-0000020;2008-04-29;5350;5080
PROD-0000021;2008-04-29;12080;11410
PROD-0000022;2008-04-29;72120;68720
PROD-0000023;2008-04-29;14530;13570
PROD-0000024;2008-04-29;15220;14270
PROD-0000025;2008-04-29;10190;9670
PROD-0000026;2008-04-29;900;870
PROD-0000027;2008-04-29;12080;11590
PROD-0000028;2008-04-29;55790;52580
PROD-0000029;2008-04-29;6220;5890
PROD-0000030;2008-04-29;4100;3860
PROD-0000031;2008-04-29;18110;17480
PROD-0000032;2008-04-29;5030;4840
PROD-0000033;2008-04-29;15710;14870
PROD-0000034;2008-04-29;20140;19190
PROD-0000035;2008-04-29;6120;5750
PROD-0000036;2008-04-29;30620;29090
PROD-0000037;2008-04-29;5090;4820
PROD-0000038;2008-04-29;6110;5770
PROD-0000039;2008-04-29;5530;5240
PROD-0000040;2008-04-29;15050;14360
PROD-0000041;2008-04-29;13240;12650
PROD-0000001;2008-04-30;11230;10710
PROD-0000002;2008-04-30;4260;4000
PROD-0000003;2008-04-30;6280;5990
PROD-0000004;2008-04-30;8210;7740
PROD-0000005;2008-04-30;7090;6760
PROD-0000006;2008-04-30;8250;7760
PROD-0000007;2008-04-30;4650;4420
PROD-0000008;2008-04-30;1090;1030
PROD-0000009;2008-04-30;4800;4550
PROD-0000010;2008-04-30;1100;1050
PROD-0000011;2008-04-30;1210;1160
PROD-0000012;2008-04-30;3560;3380
PROD-0000013;2008-04-30;12400;11860
PROD-0000014;2008-04-30;11660;11010
PROD-0000015;2008-04-30;19290;18240
PROD-0000016;2008-04-30;98920;93700
PROD-0000017;2008-04-30;1220;1170
PROD-0000018;2008-04-30;8990;8510
PROD-0000019;2008-04-30;6120;5780
PROD-0000020;2008-04-30;5370;5120
PROD-0000021;2008-04-30;12150;11500
PROD-0000022;2008-04-30;72700;68480
PROD-0000023;2008-04-30;14440;13620
PROD-0000024;2008-04-30;14980;14330
PROD-0000025;2008-04-30;10090;9630
PROD-0000026;2008-04-30;900;860
PROD-0000027;2008-04-30;12130;11570
PROD-0000028;2008-04-30;56010;52590
PROD-0000029;2008-04-30;6150;5870
PROD-0000030;2008-04-30;4050;3860
PROD-0000031;2008-04-30;18260;17310
PROD-0000032;2008-04-30;5070;4840
PROD-0000033;2008-04-30;15800;14920
PROD-0000034;2008-04-30;20180;19340
PROD-0000035;2008-04-30;6070;5750
PROD-0000036;2008-04-30;30800;29360
PROD-0000037;2008-04-30;5080;4790
PROD-0000038;2008-04-30;6130;5780
PROD-0000039;2008-04-30;5500;5280
PROD-0000040;2008-04-30;14990;14240
PROD-0000041;2008-04-30;13340;12750
PROD-0000001;2008-05-01;11330;10830
PROD-0000002;2008-05-01;4270;4050
PROD-0000003;2008-05-01;6240;5960
PROD-0000004;2008-05-01;8190;7790
PROD-0000005;2008-05-01;7180;6770
PROD-0000006;2008-05-01;8280;7820
PROD-0000007;2008-05-01;4630;4370
PROD-0000008;2008-05-01;1090;1030
PROD-0000009;2008-05-01;4810;4560
PROD-0000010;2008-05-01;1110;1050
PROD-0000011;2008-05-01;1210;1150
PROD-0000012;2008-05-01;3540;3380
PROD-0000013;2008-05-01;12600;11940
PROD-0000014;2008-05-01;11660;11090
PROD-0000015;2008-05-01;19490;18550
PROD-0000016;2008-05-01;100380;94420
PROD-0000017;2008-05-01;1230;1190
PROD-0000018;2008-05-01;8990;8500
PROD-0000019;2008-05-01;6070;5850
PROD-0000020;2008-05-01;5400;5130
PROD-0000021;2008-05-01;12160;11530
PROD-0000022;2008-05-01;73570;69010
PROD-0000023;2008-05-01;14430;13890
PROD-0000024;2008-05-01;15150;14310
PROD-0000025;2008-05-01;10100;9630
PROD-0000026;2008-05-01;910;860
PROD-0000027;2008-05-01;12240;11630
PROD-0000028;2008-05-01;55800;53670
PROD-0000029;2008-05-01;6200;5890
PROD-0000030;2008-05-01;4120;3900
PROD-0000031;2008-05-01;18300;17450
PROD-0000032;2008-05-01;5050;4840
PROD-0000033;2008-05-01;15670;14950
PROD-0000034;2008-05-01;20080;19350
PROD-0000035;2008-05-01;6080;5770
PROD-0000036;2008-05-01;30700;29150
PROD-0000037;2008-05-01;5070;4830
PROD-0000038;2008-05-01;6140;5790
PROD-0000039;2008-05-01;5560;5250
PROD-0000040;2008-05-01;15190;14440
PROD-0000041;2008-05-01;13510;12690
PROD-0000001;2008-05-02;11360;10910
PROD-0000002;2008-05-02;4230;4050
PROD-0000003;2008-05-02;6240;5980
PROD-0000004;2008-05-02;8160;7750
PROD-0000005;2008-05-02;7230;6790
PROD-0000006;2008-05-02;8210;7840
PROD-0000007;2008-05-02;4680;4410
PROD-0000008;2008-05-02;1090;1050
PROD-0000009;2008-05-02;4780;4550
PROD-0000010;2008-05-02;1110;1050
PROD-0000011;2008-05-02;1210;1140
PROD-0000012;2008-05-02;3560;3350
PROD-0000013;2008-05-02;12670;11940
PROD-0000014;2008-05-02;11800;11140
PROD-0000015;2008-05-02;19260;18370
PROD-0000016;2008-05-02;98990;94420
PROD-0000017;2008-05-02;1230;1170
PROD-0000018;2008-05-02;9040;8500
PROD-0000019;2008-05-02;6110;5810
PROD-0000020;2008-05-02;5350;5130
PROD-0000021;2008-05-02;12110;11610
PROD-0000022;2008-05-02;72260;69200
PROD-0000023;2008-05-02;14660;13860
PROD-0000024;2008-05-02;15240;14400
PROD-0000025;2008-05-02;10200;9670
PROD-0000026;2008-05-02;910;860
PROD-0000027;2008-05-02;12220;11580
PROD-0000028;2008-05-02;55910;52770
PROD-0000029;2008-05-02;6270;5980
PROD-0000030;2008-05-02;4060;3880
PROD-0000031;2008-05-02;18150;17460
PROD-0000032;2008-05-02;5070;4840
PROD-0000033;2008-05-02;15770;14810
PROD-0000034;2008-05-02;20240;19120
PROD-0000035;2008-05-02;6110;5750
PROD-0000036;2008-05-02;31130;29240
PROD-0000037;2008-05-02;5090;4810
PROD-0000038;2008-05-02;6130;5810
PROD-0000039;2008-05-02;5480;5250
PROD-0000040;2008-05-02;14950;14320
PROD-0000041;2008-05-02;13400;12840
PROD-0000001;2008-05-03;11420;10830
PROD-0000002;2008-05-03;4280;4010
PROD-0000003;2008-05-03;6320;5980
PROD-0000004;2008-05-03;8120;7740
PROD-0000005;2008-05-03;7110;6750
PROD-0000006;2008-05-03;8250;7820
PROD-0000007;2008-05-03;4630;4410
PROD-0000008;2008-05-03;1090;1040
PROD-0000009;2008-05-03;4830;4530
PROD-0000010;2008-05-03;1110;1050
PROD-0000011;2008-05-03;1210;1150
PROD-0000012;2008-05-03;3550;3380
PROD-0000013;2008-05-03;12700;11990
PROD-0000014;2008-05-03;11780;11070
PROD-0000015;2008-05-03;19340;18190
PROD-0000016;2008-05-03;99190;93860
PROD-0000017;2008-05-03;1250;1170
PROD-0000018;2008-05-03;8970;8500
PROD-0000019;2008-05-03;6150;5770
PROD-0000020;2008-05-03;5350;5150
PROD-0000021;2008-05-03;12210;11630
PROD-0000022;2008-05-03;73570;68600
PROD-0000023;2008-05-03;14520;13860
PROD-0000024;2008-05-03;14970;14440
PROD-0000025;2008-05-03;10160;9620
PROD-0000026;2008-05-03;900;860
PROD-0000027;2008-05-03;12340;11630
PROD-0000028;2008-05-03;56240;53110
PROD-0000029;2008-05-03;6260;5870
PROD-0000030;2008-05-03;4110;3890
PROD-0000031;2008-05-03;18220;17290
PROD-0000032;2008-05-03;5140;4820
PROD-0000033;2008-05-03;15640;14820
PROD-0000034;2008-05-03;20280;19140
PROD-0000035;2008-05-03;6080;5770
PROD-0000036;2008-05-03;30890;29280
PROD-0000037;2008-05-03;5080;4840
PROD-0000038;2008-05-03;6070;5790
PROD-0000039;2008-05-03;5480;5250
PROD-0000040;2008-05-03;14950;14250
PROD-0000041;2008-05-03;13540;12680
PROD-0000001;2008-05-04;11380;10770
PROD-0000002;2008-05-04;4250;4050
PROD-0000003;2008-05-04;6310;5980
PROD-0000004;2008-05-04;8270;7780
PROD-0000005;2008-05-04;7230;6800
PROD-0000006;2008-05-04;8260;7800
PROD-0000007;2008-05-04;4670;4410
PROD-0000008;2008-05-04;1090;1040
PROD-0000009;2008-05-04;4790;4580
PROD-0000010;2008-05-04;1110;1050
PROD-0000011;2008-05-04;1230;1140
PROD-0000012;2008-05-04;3580;3410
PROD-0000013;2008-05-04;12470;12060
PROD-0000014;2008-05-04;11680;11170
PROD-0000015;2008-05-04;19450;18550
PROD-0000016;2008-05-04;99580;94420
PROD-0000017;2008-05-04;1240;1170
PROD-0000018;2008-05-04;9000;8450
PROD-0000019;2008-05-04;6170;5810
PROD-0000020;2008-05-04;5390;5080
PROD-0000021;2008-05-04;12260;11530
PROD-0000022;2008-05-04;72700;69200
PROD-0000023;2008-05-04;14660;13730
PROD-0000024;2008-05-04;15150;14340
PROD-0000025;2008-05-04;10280;9670
PROD-0000026;2008-05-04;910;860
PROD-0000027;2008-05-04;12290;11630
PROD-0000028;2008-05-04;55800;53110
PROD-0000029;2008-05-04;6200;5920
PROD-0000030;2008-05-04;4090;3880
PROD-0000031;2008-05-04;18300;17380
PROD-0000032;2008-05-04;5130;4840
PROD-0000033;2008-05-04;15830;14950
PROD-0000034;2008-05-04;20160;19410
PROD-0000035;2008-05-04;6080;5770
PROD-0000036;2008-05-04;30760;29280
PROD-0000037;2008-05-04;5140;4850
PROD-0000038;2008-05-04;6090;5770
PROD-0000039;2008-05-04;5500;5250
PROD-0000040;2008-05-04;15100;14320
PROD-0000041;2008-05-04;13460;12740
PROD-0000001;2008-05-05;11420;10910
PROD-0000002;2008-05-05;4250;4020
PROD-0000003;2008-05-05;6270;6000
PROD-0000004;2008-05-05;8120;7720
PROD-0000005;2008-05-05;7150;6780
PROD-0000006;2008-05-05;8210;7820
PROD-0000007;2008-05-05;4640;4410
PROD-0000008;2008-05-05;1090;1040
PROD-0000009;2008-05-05;4790;4580
PROD-0000010;2008-05-05;1110;1050
PROD-0000011;2008-05-05;1230;1150
PROD-0000012;2008-05-05;3550;3380
PROD-0000013;2008-05-05;12490;11900
PROD-0000014;2008-05-05;11780;11180
PROD-0000015;2008-05-05;19340;18540
PROD-0000016;2008-05-05;99190;94790
PROD-0000017;2008-05-05;1250;1180
PROD-0000018;2008-05-05;8900;8530
PROD-0000019;2008-05-05;6090;5810
PROD-0000020;2008-05-05;5380;5070
PROD-0000021;2008-05-05;12160;11530
PROD-0000022;2008-05-05;73430;69200
PROD-0000023;2008-05-05;14660;13820
PROD-0000024;2008-05-05;15030;14340
PROD-0000025;2008-05-05;10180;9670
PROD-0000026;2008-05-05;900;860
PROD-0000027;2008-05-05;12170;11630
PROD-0000028;2008-05-05;56020;52660
PROD-0000029;2008-05-05;6300;5920
PROD-0000030;2008-05-05;4100;3910
PROD-0000031;2008-05-05;18480;17430
PROD-0000032;2008-05-05;5080;4870
PROD-0000033;2008-05-05;15740;14950
PROD-0000034;2008-05-05;20400;19120
PROD-0000035;2008-05-05;6130;5750
PROD-0000036;2008-05-05;30580;29280
PROD-0000037;2008-05-05;5090;4840
